HDEV,3820,Basics of Mathematics,06:54:48,21:10:54
ACCY,3821,Intro II (Majors),01:22:39,17:15:41
ECON,3822,Advanced Topics,07:24:44,13:09:52
ENGL,3823,Introduction,01:21:44,13:39:40
ITAL,3824,Advanced Topics,02:50:58,23:07:19
HDEV,3825,Introduction,09:44:48,14:17:02
DATS,3826,Special Topic I,08:36:32,18:57:36
DATS,3827,Special Topic II,04:54:14,23:47:13
MAE,3828,Real World Applications,07:04:10,19:23:41
DATS,3829,Special Topic II,02:33:27,21:03:10
BIO,3830,Basics of Mathematics,03:04:44,18:36:36
CSCI,3831,Special Topic I,11:23:18,21:15:12
ECON,3832,General Studies,08:11:34,17:20:24
HDEV,3833,Real World Applications,05:04:29,14:21:15
ITAL,3834,Special Topic I,06:21:22,18:58:37
BIO,3835,Introduction,11:00:11,15:10:50
HDEV,3836,Intro II (Non-Majors),08:14:59,12:30:35
FINA,3837,Intro II (Majors),07:48:14,16:43:54
FINA,3838,Introduction,06:53:19,14:52:34
HONR,3839,Advanced Topics,02:55:02,17:13:18
MAE,3840,General Studies,00:30:35,17:07:31
SPAN,3841,Basics of Mathematics,10:44:14,19:09:04
ECON,3842,Special Topic I,04:01:02,14:39:21
SPAN,3843,Special Topic I,05:39:02,19:51:45
CNSL,3844,Introduction,09:31:42,22:05:08
HONR,3845,Real World Applications,11:34:03,12:40:43
BIO,3846,Intro II (Majors),07:18:22,23:51:48
MATH,3847,Advanced Topics,04:27:00,18:06:42
SPAN,3848,Research,09:19:10,17:35:12
HONR,3849,Intro II (Non-Majors),06:23:45,16:43:18
ECON,3850,Research,06:20:19,21:09:16
ECON,3851,Special Topic I,03:12:03,20:09:39
FINA,3852,Real World Applications,08:55:52,18:04:59
HONR,3853,General Studies,03:35:18,20:22:22
ENGL,3854,Intro II (Non-Majors),08:24:03,15:56:51
MAE,3855,Real World Applications,07:40:07,18:28:50
BIO,3856,Research,01:11:13,12:13:59
HONR,3857,Basics of Mathematics,01:43:11,23:19:13
ECON,3858,Intro II (Majors),04:42:50,15:31:40
FINA,3859,Research,08:10:34,15:19:44
MUS,3860,Basics of Mathematics,06:52:48,21:45:20
MATH,3861,General Studies,01:23:28,23:46:42
DATS,3862,Basics of Mathematics,03:23:48,20:34:02
MAE,3863,Special Topic II,09:56:30,20:48:57
ENGL,3864,Special Topic I,04:56:29,13:08:16
FREN,3865,Advanced Topics,09:49:41,12:46:46
DATS,3866,Basics of Mathematics,02:06:49,19:57:27
ITAL,3867,Special Topic I,00:49:12,17:29:20
CNSL,3868,Intro II (Non-Majors),02:49:58,12:12:31
MAE,3869,General Studies,04:17:05,23:35:25
CSCI,3870,Introduction,02:42:14,15:30:39
HONR,3871,Basics of Mathematics,09:22:42,21:10:00
ITAL,3872,Basics of Mathematics,01:03:40,21:00:11
BIOC,3873,Intro II (Non-Majors),09:53:45,13:39:09
MATH,3874,Research,01:34:35,22:16:03
FINA,3875,Introduction,02:45:47,13:19:16
BIO,3876,Introduction,04:22:35,22:22:56
HDEV,3877,Special Topic II,07:26:33,14:07:38
CHEM,3878,Special Topic I,05:48:05,16:56:39
SPAN,3879,Real World Applications,11:08:08,23:32:08
BIOC,3880,Research,00:13:16,20:26:05
HONR,3881,Intro II (Non-Majors),04:57:53,18:23:43
CSCI,3882,Advanced Topics,04:32:30,16:29:26
HONR,3883,Special Topic I,01:13:19,21:00:11
MUS,3884,Intro II (Non-Majors),03:42:37,20:45:56
BIOC,3885,Special Topic I,05:18:30,16:38:38
ITAL,3886,General Studies,07:34:49,18:12:02
SPAN,3887,Introduction,03:30:05,15:55:22
FINA,3888,Intro II (Majors),03:41:21,13:53:13
ACCY,3889,General Studies,07:29:07,20:41:54
CHEM,3890,Introduction,01:10:10,23:46:52
MUS,3891,Special Topic I,04:57:24,22:43:10
JAPN,3892,Special Topic I,08:33:16,19:28:53
MUS,3893,Real World Applications,03:17:51,17:34:52
MUS,3894,Real World Applications,09:31:57,20:38:40
CSCI,3895,Research,00:12:41,13:02:30
BIOC,3896,Introduction,06:30:27,19:52:56
PHYS,3897,Special Topic II,07:27:29,18:50:09
BIOC,3898,Special Topic II,04:46:40,23:07:13
ENGL,3899,Intro II (Majors),05:31:02,13:50:11
ECON,3900,General Studies,01:49:47,20:43:03
HONR,3901,Intro II (Majors),10:32:14,15:03:26
ACCY,3902,Introduction,04:01:53,16:49:40
HDEV,3903,Basics of Mathematics,06:39:21,14:46:36
HDEV,3904,Introduction,07:10:05,17:07:43
BIOC,3905,Special Topic I,05:58:48,23:09:35
BIO,3906,Intro II (Majors),08:09:20,12:25:59
MATH,3907,Special Topic II,04:45:32,18:28:22
CHEM,3908,Advanced Topics,02:08:09,14:03:46
SPAN,3909,Basics of Mathematics,01:26:06,22:12:30
MAE,3910,Intro II (Non-Majors),00:22:32,21:30:42
ITAL,3911,Intro II (Non-Majors),02:01:37,23:03:36
MAE,3912,Intro II (Non-Majors),10:17:52,13:17:08
HONR,3913,Intro II (Non-Majors),10:15:15,20:17:45
FREN,3914,Real World Applications,04:31:21,18:27:16
ACCY,3915,Special Topic I,06:30:13,13:22:29
FREN,3916,Introduction,09:18:48,19:40:46
CSCI,3917,Special Topic I,01:46:40,18:20:41
MUS,3918,Introduction,11:10:53,17:01:34
DATS,3919,Special Topic II,05:09:04,21:22:01
SPAN,3920,Introduction,11:39:44,22:36:38
HONR,3921,Basics of Mathematics,02:49:32,12:42:53
FREN,3922,Intro II (Majors),08:16:49,17:46:41
ACCY,3923,Special Topic II,01:14:57,13:52:50
BIO,3924,General Studies,11:39:23,13:10:17
HDEV,3925,Basics of Mathematics,03:44:23,17:54:03
JAPN,3926,Real World Applications,05:54:59,23:12:48
MUS,3927,Special Topic I,09:01:14,14:39:56
FINA,3928,General Studies,09:43:46,19:46:17
SPAN,3929,Special Topic I,06:59:43,16:40:25
ACCY,3930,Introduction,10:02:55,21:01:39
ITAL,3931,Special Topic II,00:43:12,13:14:26
ENGL,3932,Special Topic II,01:38:47,15:09:52
JAPN,3933,Special Topic II,00:24:11,21:34:50
FREN,3934,Advanced Topics,09:36:34,17:14:40
HDEV,3935,Intro II (Non-Majors),08:45:48,18:23:21
CHEM,3936,Special Topic II,02:15:21,22:57:55
BIO,3937,Intro II (Non-Majors),00:53:24,22:17:24
JAPN,3938,Special Topic II,08:22:55,13:25:23
MATH,3939,Real World Applications,04:19:20,16:49:54
CNSL,3940,Real World Applications,11:56:24,20:52:26
ENGL,3941,Real World Applications,11:31:53,17:21:39
ITAL,3942,Real World Applications,03:16:30,23:11:39
DATS,3943,General Studies,09:50:51,15:18:43
CNSL,3944,General Studies,08:24:30,17:18:01
SPAN,3945,Advanced Topics,05:16:37,15:24:21
MUS,3946,Real World Applications,06:09:31,19:54:09
ACCY,3947,Advanced Topics,09:48:58,13:30:13
BIOC,3948,Special Topic II,10:30:36,15:58:19
DATS,3949,Advanced Topics,11:33:56,14:56:04
FREN,3950,Introduction,04:48:22,14:20:44
CSCI,3951,Advanced Topics,04:08:03,16:45:27
FINA,3952,Real World Applications,04:49:16,21:20:28
ECON,3953,General Studies,11:05:35,14:21:08
BIOC,3954,Special Topic I,00:24:03,14:21:50
FREN,3955,Real World Applications,00:40:47,14:03:08
CNSL,3956,Special Topic II,08:19:41,17:56:23
CHEM,3957,Intro II (Non-Majors),06:17:54,19:12:35
CNSL,3958,Intro II (Non-Majors),02:10:21,16:49:25
CHEM,3959,Real World Applications,11:21:52,21:22:51
FREN,3960,Advanced Topics,04:10:02,16:17:00
CSCI,3961,Intro II (Non-Majors),10:01:40,17:12:47
DATS,3962,Special Topic II,09:12:04,18:02:36
MUS,3963,Special Topic I,08:16:42,14:48:00
MAE,3964,General Studies,07:21:29,16:26:07
HONR,3965,Basics of Mathematics,05:52:42,19:55:42
CSCI,3966,Intro II (Non-Majors),10:13:42,22:32:47
DATS,3967,General Studies,01:24:36,17:31:41
HONR,3968,Advanced Topics,09:09:07,23:40:41
BIOC,3969,General Studies,00:56:05,21:42:11
JAPN,3970,Intro II (Non-Majors),10:48:56,19:19:59
PHYS,3971,General Studies,06:02:46,22:23:04
HONR,3972,Introduction,09:53:55,18:57:30
CHEM,3973,Basics of Mathematics,11:03:46,16:56:19
ACCY,3974,Basics of Mathematics,10:26:32,21:21:04
ACCY,3975,Introduction,03:08:31,22:01:02
HDEV,3976,Intro II (Non-Majors),05:09:58,23:14:11
PHYS,3977,Real World Applications,07:41:08,23:23:06
FINA,3978,Real World Applications,11:48:20,19:52:14
MAE,3979,Intro II (Non-Majors),08:49:53,19:43:33
CNSL,3980,Intro II (Non-Majors),03:13:47,12:01:58
HDEV,3981,General Studies,06:41:29,12:04:23
CHEM,3982,Special Topic I,09:11:35,20:46:34
FINA,3983,Advanced Topics,06:25:02,18:42:25
PHYS,3984,Special Topic I,11:33:46,22:28:59
ACCY,3985,Research,06:42:28,21:27:40
CSCI,3986,Intro II (Non-Majors),02:39:24,13:50:11
HDEV,3987,Intro II (Non-Majors),07:14:05,22:59:27
ENGL,3988,Special Topic II,07:31:22,20:21:54
JAPN,3989,Special Topic I,10:38:07,13:02:48
ENGL,3990,Intro II (Non-Majors),08:10:36,17:20:19
CHEM,3991,Basics of Mathematics,11:42:17,17:20:53
CSCI,3992,Real World Applications,02:38:46,17:04:29
HONR,3993,Intro II (Majors),11:41:48,12:09:53
MAE,3994,Intro II (Majors),00:29:21,18:32:35
PHYS,3995,Basics of Mathematics,02:56:52,20:35:03
CSCI,3996,Special Topic I,06:50:57,14:04:05
DATS,3997,Real World Applications,00:56:31,23:27:39
ENGL,3998,Intro II (Non-Majors),10:34:19,20:21:57
ACCY,3999,Special Topic II,00:14:52,12:54:07
ITAL,4000,Research,06:27:24,15:36:37
HONR,4001,Advanced Topics,04:20:04,19:56:29
ITAL,4002,Advanced Topics,11:19:33,15:29:49
CNSL,4003,Basics of Mathematics,02:18:24,19:40:33
HONR,4004,Special Topic II,07:27:44,13:17:13
MUS,4005,Research,11:10:56,13:34:48
BIO,4006,Special Topic II,08:24:14,17:27:46
HONR,4007,General Studies,03:12:12,19:10:04
BIOC,4008,Introduction,08:17:08,18:25:17
ACCY,4009,Advanced Topics,05:56:23,19:32:55
PHYS,4010,Introduction,10:29:24,15:36:27
FREN,4011,General Studies,08:58:05,19:13:35
ACCY,4012,Special Topic II,08:23:34,18:50:37
DATS,4013,Intro II (Majors),11:00:50,21:28:33
FREN,4014,Intro II (Majors),00:42:02,20:43:31
ECON,4015,Real World Applications,06:20:04,13:32:51
FINA,4016,General Studies,05:52:16,20:08:40
CSCI,4017,Advanced Topics,08:39:39,21:37:20
PHYS,4018,Special Topic II,11:24:11,17:30:21
PHYS,4019,Special Topic I,00:16:16,14:51:48
ITAL,4020,Research,07:20:55,21:22:16
CHEM,4021,Intro II (Majors),07:09:47,14:46:35
FINA,4022,Basics of Mathematics,05:31:18,13:10:04
CHEM,4023,Intro II (Majors),04:30:16,14:35:47
CNSL,4024,Real World Applications,05:49:48,17:08:06
JAPN,4025,Special Topic I,11:17:27,14:35:44
DATS,4026,Special Topic II,05:26:34,22:58:32
ECON,4027,Real World Applications,07:59:41,23:28:45
MAE,4028,General Studies,05:32:22,18:06:27
MUS,4029,Basics of Mathematics,03:02:22,14:03:02
PHYS,4030,Research,04:42:30,19:29:44
BIOC,4031,General Studies,00:07:35,19:16:42
CHEM,4032,Real World Applications,03:47:43,22:40:38
HONR,4033,Real World Applications,05:41:21,18:01:47
BIO,4034,Advanced Topics,08:47:29,12:02:04
ITAL,4035,Special Topic I,07:21:50,19:06:08
FREN,4036,Basics of Mathematics,04:25:18,23:33:06
ITAL,4037,Special Topic I,04:04:43,21:29:32
BIO,4038,Special Topic II,04:24:09,12:27:36
PHYS,4039,Special Topic I,03:00:59,16:05:05
MUS,4040,Special Topic II,09:18:44,19:00:46
BIOC,4041,Special Topic I,02:14:33,15:23:14
HDEV,4042,Special Topic I,03:27:51,15:22:04
MUS,4043,Intro II (Non-Majors),06:12:29,17:44:01
MAE,4044,Intro II (Majors),05:10:58,19:53:50
DATS,4045,Basics of Mathematics,04:48:53,15:11:16
HONR,4046,Special Topic II,02:45:26,16:36:14
CNSL,4047,Research,06:41:57,22:34:47
MATH,4048,Introduction,02:04:17,23:31:34
MATH,4049,Real World Applications,04:03:31,14:18:15
SPAN,4050,Introduction,00:29:18,13:16:22
HONR,4051,Intro II (Non-Majors),09:44:46,16:53:30
MATH,4052,Special Topic I,01:38:41,17:39:39
MATH,4053,Real World Applications,05:21:39,12:44:09
ENGL,4054,Introduction,08:31:46,14:40:53
JAPN,4055,General Studies,04:09:52,21:38:42
HONR,4056,Advanced Topics,05:50:28,15:30:31
ECON,4057,Intro II (Non-Majors),09:34:36,19:11:37
ITAL,4058,Special Topic I,07:09:47,18:02:24
CHEM,4059,Special Topic II,02:36:10,15:06:52
FINA,4060,Basics of Mathematics,11:57:03,15:15:38
HDEV,4061,Research,04:42:10,21:07:41
CHEM,4062,Basics of Mathematics,06:06:53,20:25:14
MATH,4063,Introduction,04:10:34,12:17:58
JAPN,4064,Research,06:08:37,13:41:29
JAPN,4065,Advanced Topics,07:53:40,16:20:43
FREN,4066,Advanced Topics,01:01:50,15:38:11
ITAL,4067,Advanced Topics,06:54:32,19:10:48
HONR,4068,Advanced Topics,06:27:00,19:14:37
BIO,4069,General Studies,11:07:57,13:02:48
BIOC,4070,Special Topic II,03:20:41,22:13:33
ACCY,4071,General Studies,08:56:44,19:17:08
BIOC,4072,Intro II (Majors),11:12:40,21:37:51
JAPN,4073,Real World Applications,11:46:34,18:16:04
HDEV,4074,Special Topic II,00:44:12,13:48:55
PHYS,4075,Real World Applications,00:08:17,14:27:03
MAE,4076,Real World Applications,05:47:45,18:21:03
FINA,4077,Real World Applications,01:25:13,23:20:51
PHYS,4078,Advanced Topics,05:35:55,12:30:31
CNSL,4079,Special Topic II,06:52:03,18:29:58
ECON,4080,General Studies,04:07:55,14:27:32
FREN,4081,Special Topic I,03:27:22,14:51:18
FINA,4082,Intro II (Majors),03:24:49,19:47:37
CHEM,4083,Special Topic I,11:08:37,23:30:42
ITAL,4084,General Studies,05:29:14,23:47:44
MAE,4085,Basics of Mathematics,02:54:00,12:55:58
ENGL,4086,General Studies,10:21:39,16:40:02
BIOC,4087,Special Topic I,08:07:41,17:22:41
ENGL,4088,General Studies,10:05:35,13:14:08
MUS,4089,Research,00:32:25,15:26:42
CHEM,4090,Introduction,02:13:16,23:29:56
HDEV,4091,Real World Applications,01:31:31,20:58:34
HONR,4092,Intro II (Non-Majors),07:03:56,17:43:23
BIOC,4093,Special Topic I,05:36:41,22:05:37
ECON,4094,General Studies,11:48:16,18:20:01
ENGL,4095,Introduction,03:03:02,17:42:15
JAPN,4096,Intro II (Majors),06:53:09,15:15:09
DATS,4097,Basics of Mathematics,09:01:50,18:08:14
CSCI,4098,Real World Applications,03:28:52,23:48:02
CSCI,4099,Special Topic I,02:31:52,13:06:58
HDEV,4100,Introduction,11:16:05,13:25:59
MAE,4101,Basics of Mathematics,03:35:07,23:46:19
JAPN,4102,Research,07:45:53,14:44:49
MUS,4103,Intro II (Majors),11:12:05,13:15:19
MAE,4104,Intro II (Non-Majors),09:57:16,21:13:23
MUS,4105,Real World Applications,10:49:48,13:51:06
FINA,4106,Introduction,10:09:22,12:03:27
PHYS,4107,Intro II (Majors),08:30:10,12:00:39
CHEM,4108,Introduction,06:51:37,17:35:32
MUS,4109,General Studies,01:51:57,18:59:55
CHEM,4110,Intro II (Majors),02:58:04,15:30:39
CHEM,4111,General Studies,01:01:16,18:01:23
MAE,4112,Basics of Mathematics,06:09:35,20:04:53
MATH,4113,Advanced Topics,08:14:53,13:04:33
CSCI,4114,Advanced Topics,06:06:33,12:02:07
CNSL,4115,Special Topic I,07:01:50,17:36:59
ECON,4116,General Studies,05:20:17,23:39:13
PHYS,4117,Special Topic I,01:19:21,12:54:35
PHYS,4118,Research,07:29:57,20:41:27
MUS,4119,Intro II (Non-Majors),08:58:29,21:20:06
PHYS,4120,Intro II (Non-Majors),09:07:45,23:43:38
CHEM,4121,Introduction,03:47:46,14:54:08
HDEV,4122,Introduction,11:22:56,17:45:57
HONR,4123,Intro II (Majors),09:01:22,16:04:33
MATH,4124,Advanced Topics,11:15:38,21:41:39
MAE,4125,Real World Applications,11:50:51,17:21:28
MATH,4126,Special Topic II,03:02:09,22:22:01
PHYS,4127,Special Topic II,07:55:23,15:03:59
BIOC,4128,General Studies,07:20:25,20:39:55
BIOC,4129,Special Topic I,03:19:02,19:37:04
SPAN,4130,Research,10:20:28,14:38:19
MAE,4131,Basics of Mathematics,00:06:17,21:48:28
DATS,4132,Intro II (Non-Majors),10:21:25,17:52:21
HDEV,4133,Advanced Topics,09:51:25,22:54:57
MUS,4134,Research,00:24:06,15:04:33
PHYS,4135,Special Topic I,05:42:57,16:07:48
FREN,4136,Research,01:57:38,14:06:28
SPAN,4137,Basics of Mathematics,01:03:06,12:37:16
ENGL,4138,Intro II (Non-Majors),06:23:57,13:57:38
HONR,4139,Intro II (Non-Majors),09:12:59,20:55:14
MUS,4140,Research,00:03:48,19:59:37
CHEM,4141,Intro II (Non-Majors),01:44:20,19:30:38
MUS,4142,Research,09:54:01,15:06:10
MUS,4143,Basics of Mathematics,00:31:03,18:38:32
HDEV,4144,Research,03:05:37,18:17:36
ECON,4145,Basics of Mathematics,07:54:55,23:48:26
BIO,4146,Special Topic I,01:44:25,22:59:03
MUS,4147,Intro II (Non-Majors),09:54:07,17:26:11
JAPN,4148,Special Topic II,01:55:09,13:12:36
PHYS,4149,Intro II (Non-Majors),02:47:35,17:17:55
HDEV,4150,Special Topic II,02:04:40,20:31:40
DATS,4151,Special Topic II,01:41:19,12:11:25
ACCY,4152,Advanced Topics,06:13:48,21:44:36
MUS,4153,Research,04:41:42,19:21:25
BIO,4154,Basics of Mathematics,06:34:07,15:44:18
CHEM,4155,Intro II (Non-Majors),11:41:02,21:23:56
FINA,4156,Special Topic II,01:36:52,12:55:25
CHEM,4157,Real World Applications,11:58:08,15:56:13
JAPN,4158,Research,02:33:22,17:49:48
BIO,4159,Special Topic II,00:16:04,23:27:13
SPAN,4160,Special Topic I,08:58:54,16:56:09
DATS,4161,Introduction,00:28:53,12:55:45
PHYS,4162,Intro II (Non-Majors),04:23:25,15:40:29
ACCY,4163,Basics of Mathematics,01:18:48,16:54:50
BIO,4164,Advanced Topics,09:57:20,22:20:33
PHYS,4165,Advanced Topics,04:53:19,20:30:00
FREN,4166,Advanced Topics,00:32:09,17:31:36
FREN,4167,Special Topic II,03:51:52,12:58:56
JAPN,4168,Introduction,10:25:19,23:03:27
MUS,4169,Advanced Topics,01:43:14,20:08:11
ECON,4170,Intro II (Non-Majors),01:36:08,13:24:45
DATS,4171,Real World Applications,04:11:16,20:21:02
MATH,4172,Research,11:38:59,18:02:09
MUS,4173,Intro II (Non-Majors),07:11:40,19:20:23
CNSL,4174,Basics of Mathematics,06:16:12,13:32:10
BIOC,4175,Basics of Mathematics,01:17:30,12:11:34
CSCI,4176,Research,09:10:21,12:22:48
DATS,4177,General Studies,01:30:01,16:20:36
ENGL,4178,Advanced Topics,11:05:34,18:26:22
DATS,4179,Basics of Mathematics,10:27:49,16:37:19
JAPN,4180,Special Topic I,05:30:23,23:31:32
BIOC,4181,Intro II (Non-Majors),05:52:19,18:58:43
CNSL,4182,Research,03:08:02,20:35:57
HDEV,4183,Special Topic II,03:34:10,20:56:48
MAE,4184,Special Topic II,07:22:51,13:17:05
ENGL,4185,General Studies,06:29:32,21:27:16
PHYS,4186,General Studies,08:19:20,12:25:12
MATH,4187,Research,09:39:55,13:48:58
HONR,4188,Special Topic I,08:57:15,12:27:36
ECON,4189,Basics of Mathematics,00:31:48,22:31:10
MATH,4190,Special Topic I,01:36:30,22:37:52
HDEV,4191,Research,09:32:43,23:44:09
CSCI,4192,Advanced Topics,01:30:50,23:41:26
SPAN,4193,Intro II (Non-Majors),04:30:56,22:10:51
ACCY,4194,Intro II (Non-Majors),03:41:38,16:47:07
FREN,4195,Basics of Mathematics,00:38:55,15:43:03
CSCI,4196,Special Topic I,06:20:01,19:26:53
DATS,4197,Introduction,05:59:44,20:31:12
PHYS,4198,Research,06:52:46,16:07:14
JAPN,4199,Real World Applications,05:25:10,16:15:50
ENGL,4200,Introduction,03:42:21,19:36:05
JAPN,4201,Basics of Mathematics,09:41:28,21:24:18
FREN,4202,Basics of Mathematics,11:33:59,23:45:48
DATS,4203,Intro II (Non-Majors),09:16:13,14:17:26
SPAN,4204,Advanced Topics,03:32:04,20:14:35
ACCY,4205,General Studies,02:06:30,23:00:50
JAPN,4206,Special Topic II,02:39:35,21:22:34
ACCY,4207,Research,04:42:09,14:29:05
ECON,4208,Special Topic I,10:26:16,13:27:26
ENGL,4209,Intro II (Majors),09:47:36,13:31:59
MUS,4210,Introduction,01:22:37,23:05:45
SPAN,4211,General Studies,03:45:48,13:10:13
DATS,4212,Special Topic I,07:52:43,22:53:14
FREN,4213,Intro II (Majors),08:13:47,20:42:02
HONR,4214,Research,01:10:09,18:26:39
FINA,4215,Research,00:56:51,16:08:22
MAE,4216,Real World Applications,02:12:58,21:57:01
CSCI,4217,Intro II (Non-Majors),11:48:20,13:31:31
ACCY,4218,Special Topic I,11:30:43,16:06:52
MAE,4219,Intro II (Non-Majors),01:53:44,22:39:45
CSCI,4220,Introduction,01:29:29,18:56:59
HONR,4221,Research,08:50:02,17:00:44
CSCI,4222,General Studies,10:33:22,21:17:33
BIOC,4223,Intro II (Non-Majors),03:34:12,15:13:05
FREN,4224,Research,02:46:35,14:50:12
FREN,4225,Basics of Mathematics,03:50:43,15:45:22
FREN,4226,Research,00:07:36,13:46:23
CHEM,4227,Intro II (Non-Majors),10:52:35,17:15:02
CNSL,4228,Basics of Mathematics,09:39:43,14:02:06
SPAN,4229,Special Topic II,04:57:54,17:04:47
ENGL,4230,Research,00:19:14,20:17:17
FINA,4231,Advanced Topics,09:52:37,22:23:10
HONR,4232,Intro II (Majors),02:37:39,13:08:32
JAPN,4233,Special Topic II,08:51:05,22:02:38
CHEM,4234,General Studies,03:39:09,15:31:14
HONR,4235,Intro II (Majors),00:54:49,15:43:09
CHEM,4236,Intro II (Majors),00:29:56,20:03:28
CSCI,4237,Research,10:16:42,12:22:00
CSCI,4238,Intro II (Majors),10:01:09,20:31:57
BIOC,4239,Intro II (Majors),00:21:25,19:43:52
CNSL,4240,Introduction,05:37:25,20:16:09
DATS,4241,Intro II (Non-Majors),01:08:06,19:31:12
SPAN,4242,Intro II (Non-Majors),05:22:09,19:37:04
HDEV,4243,Real World Applications,07:09:15,17:27:24
SPAN,4244,Advanced Topics,06:48:35,18:13:46
ITAL,4245,Intro II (Majors),03:10:04,15:45:01
FREN,4246,Real World Applications,00:59:05,22:41:42
BIOC,4247,Special Topic I,05:42:06,17:16:11
ACCY,4248,Research,10:09:02,21:19:36
MATH,4249,Real World Applications,10:57:09,22:32:10
ACCY,4250,Special Topic II,11:23:26,17:57:32
CSCI,4251,Basics of Mathematics,04:22:17,17:44:23
ITAL,4252,Advanced Topics,08:26:48,22:42:38
DATS,4253,Advanced Topics,11:30:30,20:26:14
HONR,4254,Research,02:05:01,16:12:37
BIO,4255,General Studies,03:58:16,22:17:42
DATS,4256,Intro II (Majors),04:57:02,21:27:23
JAPN,4257,Introduction,04:00:00,12:59:27
FREN,4258,Advanced Topics,06:30:57,22:53:11
JAPN,4259,Introduction,03:13:10,20:20:31
ITAL,4260,Special Topic I,11:12:41,19:21:33
ECON,4261,Research,02:54:09,19:30:43
FINA,4262,Intro II (Majors),11:42:33,22:08:47
ECON,4263,Intro II (Non-Majors),07:52:08,22:30:04
FREN,4264,Special Topic II,10:21:06,23:22:51
CHEM,4265,Intro II (Majors),02:53:42,21:53:57
ACCY,4266,Basics of Mathematics,06:51:27,23:05:27
DATS,4267,Basics of Mathematics,10:56:50,13:27:00
HDEV,4268,Introduction,08:54:14,20:00:01
ACCY,4269,Special Topic I,11:24:14,14:38:00
HDEV,4270,Real World Applications,02:01:40,18:25:16
PHYS,4271,Basics of Mathematics,03:09:09,16:59:57
MAE,4272,Special Topic II,05:02:55,20:50:34
BIOC,4273,Advanced Topics,07:59:10,23:26:06
CHEM,4274,Introduction,00:07:17,12:51:09
DATS,4275,General Studies,08:28:36,16:10:26
PHYS,4276,Special Topic II,09:10:37,15:24:30
FINA,4277,Research,05:43:15,20:21:57
MATH,4278,General Studies,04:16:34,18:49:09
CHEM,4279,Intro II (Majors),11:14:48,16:40:19
PHYS,4280,Intro II (Non-Majors),03:56:13,21:48:52
DATS,4281,General Studies,08:48:58,14:38:41
SPAN,4282,Advanced Topics,06:31:40,15:55:08
SPAN,4283,Advanced Topics,11:43:09,13:30:12
JAPN,4284,Real World Applications,06:49:19,20:24:56
PHYS,4285,Intro II (Majors),10:36:28,12:32:09
JAPN,4286,General Studies,03:22:03,13:35:03
ACCY,4287,Intro II (Non-Majors),03:36:35,19:01:15
HDEV,4288,Intro II (Non-Majors),05:41:57,13:29:23
FINA,4289,Research,05:46:35,20:36:57
ENGL,4290,Research,05:57:57,19:11:20
SPAN,4291,General Studies,01:15:24,14:17:28
MUS,4292,Special Topic II,11:03:16,19:01:04
MAE,4293,General Studies,10:27:12,15:00:57
ACCY,4294,Special Topic II,11:37:22,17:26:54
CSCI,4295,Special Topic II,09:01:56,16:31:53
DATS,4296,Introduction,11:00:44,21:48:21
MAE,4297,Special Topic I,10:29:38,17:35:51
DATS,4298,Advanced Topics,11:20:38,21:04:52
MATH,4299,Basics of Mathematics,04:09:58,23:02:04
DATS,4300,Special Topic I,02:53:31,14:09:25
PHYS,4301,Intro II (Non-Majors),04:41:07,13:00:54
HONR,4302,Intro II (Non-Majors),08:42:55,23:50:45
JAPN,4303,General Studies,01:14:19,21:43:47
MUS,4304,Research,02:19:11,14:49:34
HONR,4305,Basics of Mathematics,01:01:17,12:19:23
ECON,4306,Research,03:31:58,14:37:07
CSCI,4307,Intro II (Majors),06:40:24,22:45:18
CHEM,4308,Advanced Topics,10:43:47,17:53:42
CHEM,4309,Special Topic I,11:31:27,12:29:22
MAE,4310,Intro II (Majors),11:35:58,15:51:15
HONR,4311,Intro II (Non-Majors),04:20:42,17:49:31
ENGL,4312,Special Topic I,05:38:30,20:34:53
CNSL,4313,Basics of Mathematics,02:31:24,15:15:59
ITAL,4314,Basics of Mathematics,05:41:45,15:23:02
ITAL,4315,Intro II (Non-Majors),04:00:57,20:40:05
CSCI,4316,Special Topic I,09:52:43,14:58:42
SPAN,4317,Special Topic II,04:34:33,23:48:55
BIOC,4318,Special Topic I,02:47:03,21:18:04
JAPN,4319,Intro II (Majors),02:59:31,17:02:44
DATS,4320,Intro II (Majors),08:10:48,19:15:53
CHEM,4321,Real World Applications,10:24:06,17:24:40
BIOC,4322,Introduction,04:03:08,17:30:03
HDEV,4323,Special Topic I,02:28:04,14:23:45
CHEM,4324,Basics of Mathematics,01:44:55,21:59:41
BIO,4325,Special Topic I,02:20:21,14:08:24
HDEV,4326,Intro II (Majors),07:43:33,13:09:04
PHYS,4327,Special Topic I,03:41:18,13:26:49
ENGL,4328,Advanced Topics,08:07:44,21:00:46
MAE,4329,Special Topic I,04:14:14,15:25:54
FREN,4330,Intro II (Non-Majors),08:14:33,13:16:33
ECON,4331,Intro II (Non-Majors),04:07:30,14:00:14
BIOC,4332,Intro II (Majors),09:34:28,16:55:13
BIO,4333,Special Topic II,03:27:08,16:01:14
ECON,4334,Real World Applications,11:52:05,14:55:39
MAE,4335,Research,02:46:35,16:23:00
FINA,4336,Intro II (Majors),05:51:19,18:10:39
PHYS,4337,Special Topic I,07:01:33,15:19:22
MAE,4338,Special Topic II,02:16:11,23:43:39
